Date,Volume,vw,Open,Close,High,Low,n,Symbol,Return,Cumulative Return,10-Day MA,100-Day MA
2023-01-01,12,1.0691,1.06849,1.0793,1.0793,1.06788,12,EURUSD,,,,
2023-01-02,74147,1.0676,1.07027,1.06764,1.071,1.0645,74147,EURUSD,-0.010803298434170272,-0.010803298434170272,,
2023-01-03,236637,1.0585,1.06765,1.0545,1.0681,1.0518,236637,EURUSD,-0.012307519388557897,-0.022977856017789233,,
2023-01-04,229494,1.0598,1.05453,1.0605,1.06353,1.0544,229494,EURUSD,0.005689900426742556,-0.017418697303807962,,
2023-01-05,210543,1.0574,1.06056,1.05211,1.0632,1.05138,210543,EURUSD,-0.007911362564827829,-0.025192254238858403,,
2023-01-06,207800,1.0551,1.05209,1.0661,1.0662,1.04829,207800,EURUSD,0.013297088707454385,-0.01223014917075882,,
2023-01-07,2,1.0653,1.0644,1.0662,1.0662,1.0644,2,EURUSD,9.379983116031276e-05,-0.01213749652552576,,
2023-01-08,4731,1.065,1.06408,1.06626,1.06627,1.06307,4731,EURUSD,5.6274620146234966e-05,-0.012081904938386012,,
2023-01-09,205277,1.0706,1.06624,1.07325,1.0761,1.065,205277,EURUSD,0.006555624331776588,-0.005605485036597746,,
2023-01-10,202545,1.0734,1.07325,1.07383,1.07593,1.071,202545,EURUSD,0.0005404146284648803,-0.005068099694246264,1.065969,
2023-01-11,180813,1.0748,1.07382,1.07655,1.07763,1.0724,180813,EURUSD,0.002532989393106755,-0.0025479477439082077,1.0656940000000001,
2023-01-12,225604,1.0795,1.07656,1.08598,1.0867,1.07296,225604,EURUSD,0.008759463099716758,0.006189196701565702,1.067528,
2023-01-13,204001,1.0831,1.08597,1.0845,1.08682,1.07799,204001,EURUSD,-0.001362824361406223,0.004817937552117124,1.070528,
2023-01-14,3,1.0845,1.0847,1.0842,1.0847,1.0842,3,EURUSD,-0.0002766251728907321,0.004539979616418055,1.072898,
2023-01-15,4685,1.0827,1.08278,1.08223,1.08349,1.08161,4685,EURUSD,-0.0018170079321159216,0.0027147225053274493,1.07591,
2023-01-16,143926,1.0831,1.08225,1.08294,1.08741,1.08,143926,EURUSD,0.0006560527799082116,0.0033725562864819203,1.077594,
2023-01-17,208089,1.082,1.083,1.07893,1.08693,1.0773,208089,EURUSD,-0.0037028828928657997,-0.0003428147873623111,1.078867,
2023-01-18,241865,1.0818,1.07894,1.07972,1.08874,1.0766,241865,EURUSD,0.0007322069086965755,0.00038914110997856355,1.080213,
2023-01-19,205133,1.0811,1.07979,1.0832,1.084,1.0781,205133,EURUSD,0.003223057829807585,0.0036134531640874545,1.081208,
2023-01-20,175785,1.0835,1.08335,1.0875,1.0876,1.0801,175785,EURUSD,0.0039697193500738415,0.007597516909107371,1.082575,
2023-01-21,1,1.0876,1.0876,1.0876,1.0876,1.0876,1,EURUSD,9.195402298844968e-05,0.00769016955434032,1.08368,
2023-01-22,4464,1.0865,1.0843,1.08639,1.08728,1.0843,4464,EURUSD,-0.001112541375505649,0.006569072547020882,1.0837210000000002,
2023-01-23,177970,1.0879,1.0864,1.08713,1.09266,1.0845,177970,EURUSD,0.0006811550179952608,0.00725470212174506,1.0839839999999998,
2023-01-24,170583,1.0872,1.08711,1.08897,1.08982,1.0835,170583,EURUSD,0.00169252987223234,0.008959510794032566,1.0844610000000001,
