Date,Volume,vw,Open,Close,High,Low,n,Symbol,Return,Cumulative Return,10-Day MA,100-Day MA
2023-01-03,25740036.0,239.8394,243.08,239.58,245.75,237.4,314904,MSFT,,,,
2023-01-04,50623394.0,228.5518,232.275,229.1,232.87,225.96,679231,MSFT,-0.04374321729693642,-0.04374321729693642,,
2023-01-05,39577823.0,223.604,227.2,222.31,227.55,221.7602,471302,MSFT,-0.02963771278917504,-0.07208448117539035,,
2023-01-06,43613574.0,223.3788,223.0,224.93,225.7601,219.35,495762,MSFT,0.01178534478880855,-0.0611486768511561,,
2023-01-09,27369784.0,228.5989,226.45,227.12,231.2366,226.41,363680,MSFT,0.009736362423865108,-0.05200768010685364,,
2023-01-10,27033881.0,228.7878,227.755,228.85,231.31,227.33,334659,MSFT,0.007617118703768799,-0.04478671007596635,,
2023-01-11,28633081.0,233.9843,231.29,235.77,235.95,231.11,340052,MSFT,0.030238147258029313,-0.015902829952416764,,
2023-01-12,27269486.0,237.813,235.26,238.51,239.9,233.56,400489,MSFT,0.011621495525300007,-0.004466149094248362,,
2023-01-13,21333265.0,237.4748,237.002,239.23,239.37,234.92,300118,MSFT,0.0030187413525637474,-0.0014608898906421919,,
2023-01-17,29831257.0,239.6706,237.97,240.35,240.91,237.09,370168,MSFT,0.0046816870793797705,0.003213957759412134,232.575,
2023-01-18,30028692.0,237.875,241.565,235.81,242.38,235.52,377927,MSFT,-0.0188891200332848,-0.01573587110777208,232.198,
2023-01-19,28592433.0,232.5374,233.78,231.93,235.52,230.68,362262,MSFT,-0.016453924769941897,-0.03193087903831715,232.48100000000005,
2023-01-20,35249809.0,238.2032,234.855,240.22,240.74,234.51,364051,MSFT,0.035743543310481574,0.002671341514316694,234.272,
2023-01-23,31933951.0,242.7509,241.1,242.58,245.165,239.65,413335,MSFT,0.009824327699608837,0.012521913348359837,236.03699999999998,
2023-01-24,40218444.0,243.7867,242.5,242.04,243.95,240.44,512442,MSFT,-0.0022260697501855775,0.01026796894565507,237.529,
2023-01-26,33454491.0,245.411,243.65,248.0,248.31,242.0,401891,MSFT,0.024624029086101507,0.03514483679772962,239.44400000000002,
2023-01-27,26498939.0,248.3935,248.99,248.16,249.83,246.83,336282,MSFT,0.00064516129032266,0.03581267217630879,240.683,
2023-01-30,25867365.0,243.2164,244.51,242.71,245.6,242.2,308895,MSFT,-0.021961637653126975,0.013064529593455498,241.10299999999998,
2023-01-31,26541072.0,246.5374,243.45,247.81,247.95,242.945,256082,MSFT,0.021012731243047256,0.03435178228566693,241.961,
2023-02-01,31259912.0,250.3172,248.0,252.75,255.18,245.47,386960,MSFT,0.019934627335458588,0.05497119959929919,243.20100000000002,
2023-02-02,39931837.0,261.6241,258.82,264.6,264.69,257.25,533818,MSFT,0.04688427299703268,0.10443275732531987,246.08,
2023-02-03,29059256.0,259.9308,259.542,258.35,264.2,257.1,408058,MSFT,-0.02362055933484508,0.07834543784957049,248.72199999999998,
2023-02-06,22517997.0,256.76,257.44,256.77,258.3,254.78,276674,MSFT,-0.006115734468744138,0.07175056348610087,250.377,
2023-02-07,50841365.0,264.6898,260.53,267.56,268.775,260.08,618791,MSFT,0.04202204307356783,0.11678771182903436,252.875,
2023-02-08,54674349.0,270.3434,273.2,266.73,276.76,266.21,659530,MSFT,-0.003102107938406262,0.11332331580265498,255.344,
2023-02-09,42375102.0,267.304,273.8,263.62,273.98,262.8,472027,MSFT,-0.01165973081393179,0.10034226563152204,256.906,
2023-02-10,25808489.0,262.4025,261.53,263.1,264.09,260.662,334145,MSFT,-0.001972536226386379,0.09817180065113984,258.4,
2023-02-13,44614921.0,271.4438,267.64,271.32,274.6,267.15,499425,MSFT,0.03124287343215504,0.13248184322564516,261.261,
2023-02-14,37047924.0,272.0367,272.67,272.17,274.97,269.28,471699,MSFT,0.0031328320802006537,0.13602971867434732,263.697,
2023-02-15,28962163.0,268.4251,268.32,269.32,270.73,266.18,370701,MSFT,-0.010471396553624612,0.12413390099340571,265.354,
2023-02-16,29529391.0,264.1021,264.02,262.15,266.74,261.9,389910,MSFT,-0.02662260507945946,0.09420652809082619,265.10900000000004,
2023-02-17,29998205.0,257.6854,259.39,258.06,260.09,256.0,392723,MSFT,-0.015601754720579675,0.0771349862258961,265.08000000000004,
2023-02-21,28372844.0,253.0254,254.48,252.67,255.49,251.59,341324,MSFT,-0.020886615515771534,0.05463728191000983,264.66999999999996,
2023-02-22,22491056.0,252.2065,254.09,251.51,254.34,250.34,276380,MSFT,-0.004590968456880451,0.04979547541531093,263.065,
2023-02-23,29219095.0,253.9406,255.56,254.77,256.84,250.48,366248,MSFT,0.012961711263965725,0.06340262125386187,261.869,
2023-02-24,24860205.0,249.4099,249.96,249.22,251.0,248.1,339809,MSFT,-0.021784354515837823,0.040237081559396426,260.429,
2023-02-27,21184867.0,250.4964,252.46,250.16,252.82,249.39,267766,MSFT,0.003771767915897506,0.044160614408548904,259.135,
2023-02-28,22490950.0,249.7791,249.07,249.42,251.49,248.73,250572,MSFT,-0.0029581068116405485,0.04107187578262028,256.94500000000005,
2023-03-01,27530059.0,247.4368,250.76,246.27,250.93,245.79,331723,MSFT,-0.012629299975944086,0.027923866766842664,254.35500000000002,
2023-03-02,24795896.0,248.8533,246.55,251.11,251.4,245.61,317083,MSFT,0.019653226133918178,0.048125886968862996,252.53399999999996,
2023-03-03,30760136.0,254.6492,252.19,255.29,255.62,251.39,326868,MSFT,0.01664609135438644,0.06557308623424407,251.84799999999996,
2023-03-06,24099799.0,257.791,256.425,256.87,260.12,255.98,304174,MSFT,0.006189039915390326,0.07216796059771347,251.72899999999998,
2023-03-07,21473179.0,254.9132,256.3,254.15,257.69,253.39,331543,MSFT,-0.010589013898080757,0.06081475916186729,251.87700000000004,
2023-03-08,17281277.0,252.804,254.04,253.7,254.5417,250.81,266009,MSFT,-0.0017706079087154158,0.058936472159613285,252.096,
