Date,Volume,vw,Open,Close,High,Low,n,Symbol,Return,Cumulative Return,10-Day MA,100-Day MA
2023-04-18,26596445.0,105.0297,106.49,104.5,106.54,104.07,287842,GOOGL,-0.013871850523733076,0.17257630161579995,106.08099999999999,
2023-04-19,20905684.0,104.1429,103.58,104.18,104.98,103.07,231469,GOOGL,-0.003062200956937766,0.1689856373429095,106.027,
2023-04-20,27820794.0,105.1439,103.91,105.29,106.25,103.8684,292016,GOOGL,0.010654636206565593,0.18144075403949844,106.10900000000001,
2023-04-21,25800082.0,105.3463,105.47,105.41,106.0,104.78,269134,GOOGL,0.0011397093741094544,0.1827872531418322,105.80799999999999,
2023-04-24,23542829.0,105.891,105.49,105.97,106.63,104.7,257295,GOOGL,0.0053125889384308955,0.1890709156193906,105.76100000000001,
2023-04-25,46664104.0,105.3001,105.825,103.85,106.69,103.84,451666,GOOGL,-0.02000566197980569,0.16528276481149096,105.61100000000002,
2023-04-26,53347541.0,104.2998,104.92,103.71,106.35,102.63,512841,GOOGL,-0.0013480982185845036,0.16371184919210147,105.518,
2023-04-27,50089187.0,107.0912,104.45,107.59,108.37,103.54,454463,GOOGL,0.03741201427056229,0.20724865350089883,105.53399999999999,
2023-04-28,36139847.0,106.6966,107.04,107.34,107.35,105.09,332382,GOOGL,-0.0023236360256528865,0.20444344703770323,105.381,
2023-05-01,26681680.0,107.3023,106.84,107.2,107.99,106.82,275014,GOOGL,-0.0013042668157257076,0.20287253141831374,105.50399999999999,
2023-05-02,30997245.0,105.2795,107.14,105.32,107.2,103.71,291368,GOOGL,-0.017537313432835933,0.18177737881508205,105.58600000000001,
2023-05-03,21795405.0,105.93,105.53,105.41,107.49,104.96,263704,GOOGL,0.0008545385491833812,0.18278725314183242,105.70899999999999,
2023-05-04,23419506.0,104.8206,105.485,104.69,105.6,103.97,270372,GOOGL,-0.006830471492268231,0.17470825852782879,105.649,
2023-05-05,26639254.0,105.1334,104.82,105.57,105.88,104.11,263254,GOOGL,0.008405769414461695,0.18458258527827764,105.66499999999999,
2023-05-08,26477845.0,107.1688,105.18,107.77,107.96,105.16,274830,GOOGL,0.02083925357582639,0.20926840215439957,105.845,
2023-05-09,36360141.0,108.4601,108.39,107.35,110.15,107.19,380333,GOOGL,-0.0038971884568990145,0.20455565529623065,106.19500000000001,
2023-05-10,63137967.0,110.6602,107.97,111.75,112.94,107.93,644818,GOOGL,0.04098742431299485,0.2539272890484747,106.999,
2023-05-12,41102330.0,117.0558,116.68,117.51,118.03,116.11,449679,GOOGL,0.05154362416107383,0.31855924596050356,107.99100000000001,
2023-05-15,36265765.0,116.9817,116.11,116.51,118.48,116.01,394410,GOOGL,-0.008509914049868117,0.3073384201077207,108.90799999999999,
2023-05-16,45035558.0,119.3351,116.49,119.51,120.75,116.43,439545,GOOGL,0.025748862758561586,0.3410008976660692,110.13899999999998,
2023-05-17,33323588.0,120.3427,119.61,120.84,121.67,118.89,316015,GOOGL,0.0111287758346581,0.35592459605027016,111.691,
2023-05-18,35234233.0,122.3522,120.95,122.83,123.31,120.83,345265,GOOGL,0.0164680569347897,0.37825403949730774,113.43299999999999,
2023-05-19,41353445.0,123.3535,123.55,122.76,125.97,122.15,397585,GOOGL,-0.0005698933485304147,0.3774685816876131,115.23999999999998,
2023-05-22,35253034.0,125.2011,122.94,125.05,126.43,122.74,343443,GOOGL,0.018654284783316877,0.4031642728904854,117.18799999999999,
2023-05-23,34046251.0,123.3122,124.16,122.56,124.625,122.2104,354069,GOOGL,-0.019912035185925547,0.3752244165170564,118.667,
2023-05-24,34182635.0,120.8865,121.12,120.9,121.91,119.86,367783,GOOGL,-0.013544386422976507,0.3565978456014369,120.022,
2023-05-25,42316986.0,123.645,124.52,123.48,125.32,121.96,426170,GOOGL,0.021339950372208483,0.3855475763016165,121.19500000000001,
2023-05-26,35635937.0,124.4487,123.17,124.61,125.26,122.45,346236,GOOGL,0.009151279559442838,0.39822710951526097,121.90500000000002,
2023-05-30,2095431.0,123.917,125.37,122.04,125.53,122.02,34442,GOOGL,-0.020624347965652823,0.36938958707360925,122.45800000000001,
2023-05-31,37276787.0,123.0389,122.75,122.87,124.0601,122.5,302028,GOOGL,0.0068010488364469435,0.37870287253141877,122.79400000000001,101.9877
2023-06-01,30772683.0,123.3956,122.815,123.72,124.42,122.62,319579,GOOGL,0.006917880686904798,0.388240574506284,123.082,102.3337
2023-06-02,26980147.0,124.8133,123.99,124.67,126.15,123.76,293634,GOOGL,0.0076786291626254055,0.39890035906642773,123.266,102.69959999999999
2023-06-05,32305531.0,126.2297,124.01,126.01,127.43,123.84,324258,GOOGL,0.010748375711879365,0.41393626570915676,123.59100000000001,103.0977
2023-06-06,26638295.0,127.2259,126.01,127.31,128.29,125.36,287126,GOOGL,0.010316641536386006,0.4285233393177743,123.81700000000001,103.4974
2023-06-07,52538986.0,123.8273,126.97,122.5,129.04,122.12,450250,GOOGL,-0.03778179247506086,0.3745511669658892,123.81099999999999,103.84219999999999
2023-06-08,29389167.0,122.2448,122.225,122.14,123.225,121.24,318777,GOOGL,-0.0029387755102040503,0.3705116696588875,123.93500000000002,104.1794
2023-06-09,23656819.0,122.6821,122.25,122.23,123.755,121.91,269516,GOOGL,0.0007368593417389491,0.37152154398563786,123.81000000000002,104.48649999999999
2023-06-12,28338743.0,122.9636,122.785,123.64,124.05,121.66,290723,GOOGL,0.011535629550846638,0.3873429084380613,123.713,104.8116
2023-06-13,22278313.0,123.986,124.98,123.83,125.16,123.18,263336,GOOGL,0.0015367195082496288,0.3894748653500899,123.89200000000001,105.1287
2023-06-14,30592297.0,123.1685,123.1,123.67,124.05,121.45,338046,GOOGL,-0.0012920939998384284,0.3876795332136447,123.97200000000001,105.4525
2023-06-15,35146268.0,124.3229,123.14,125.09,125.46,122.4,329746,GOOGL,0.011482170291905902,0.4036131059245962,124.10900000000001,105.7922
2023-06-16,45535553.0,124.2631,125.93,123.53,126.108,123.28,290638,GOOGL,-0.0124710208649772,0.3861086175942552,123.995,106.09700000000001
2023-06-20,26097492.0,123.1196,122.93,123.1,124.57,122.14,283414,GOOGL,-0.0034809358050676975,0.3812836624775584,123.704,106.3478
2023-06-21,30306336.0,120.9343,122.4,120.55,122.66,120.1,306075,GOOGL,-0.020714865962631945,0.3526705565529624,123.02799999999999,106.5554
2023-06-22,26952246.0,121.5226,120.0,123.15,123.24,118.83,309735,GOOGL,0.021567814184985545,0.38184470377019775,123.093,106.8099
2023-06-23,34913637.0,122.2015,121.38,122.34,122.7879,121.06,267327,GOOGL,-0.006577344701583443,0.37275583482944374,123.11299999999999,107.0811
2023-06-26,33969897.0,119.4698,120.76,118.34,122.0,118.265,350404,GOOGL,-0.03269576589831613,0.32787253141831263,122.724,107.2893
2023-06-27,39535900.0,117.8587,117.08,118.33,119.08,116.1,404020,GOOGL,-8.450228156164918e-05,0.32776032315978476,122.19300000000001,107.4789
2023-06-28,27074649.0,119.3973,117.09,120.18,120.39,116.85,309738,GOOGL,0.015634243218118904,0.34851885098743307,121.828,107.71130000000001
2023-06-29,24090902.0,119.0621,119.24,119.1,120.06,118.295,266677,GOOGL,-0.008986520219670613,0.3364003590664275,121.37100000000001,107.91390000000001
2023-06-30,29532241.0,120.1879,120.17,119.7,121.08,119.69,287759,GOOGL,0.005037783375315019,0.3431328545780974,120.832,108.1066
2023-07-03,14467850.0,119.5015,119.24,119.9,120.19,118.8182,210871,GOOGL,0.001670843776107045,0.3453770197486541,120.46900000000001,108.2282
2023-07-05,27508009.0,121.6665,119.24,121.75,122.61,119.23,302598,GOOGL,0.015429524603836509,0.3661355475763022,120.33400000000002,108.39789999999999
